%time,field0,field1
1561005028060492038,28567.0,6247920.0
1561005028110536098,28573.0,6247408.0
1561005028137207031,28588.0,6246896.0
1561005028211046934,28587.0,6247408.0
1561005028237447977,28587.0,6246384.0
1561005028287275075,28577.0,6246896.0
1561005028361048936,28582.0,6246896.0
1561005028387089014,28582.0,6247920.0
1561005028437256097,28572.0,6247920.0
1561005028487332105,28585.0,6247408.0
1561005028537446975,28590.0,6247408.0
1561005028587390899,28594.0,6247408.0
1561005028637151002,28589.0,6246896.0
1561005028663899898,28589.0,6247920.0
1561005028713869094,28578.0,6246896.0
1561005028787095069,28582.0,6247920.0
1561005028837217092,28599.0,6247920.0
1561005028863733053,28599.0,6246896.0
1561005028913867950,28596.0,6246896.0
1561005028963798046,28586.0,6246896.0
1561005029013753890,28589.0,6247408.0
1561005029063750028,28578.0,6246384.0
1561005029113816022,28585.0,6246384.0
1561005029163705110,28582.0,6248432.0
1561005029213902950,28584.0,6246896.0
1561005029264303922,28585.0,6246384.0
1561005029290546894,28592.0,6247920.0
1561005029340464115,28578.0,6247408.0
1561005029390393972,28586.0,6247408.0
1561005029463726043,28591.0,6247408.0
1561005029490446090,28591.0,6247408.0
1561005029540544986,28579.0,6247408.0
1561005029590678930,28594.0,6248432.0
1561005029640522956,28581.0,6247920.0
1561005029690469026,28591.0,6246896.0
1561005029740458011,28584.0,6246896.0
1561005029790496110,28587.0,6247408.0
1561005029817151069,28589.0,6247920.0
1561005029890470027,28593.0,6247408.0
1561005029940475940,28575.0,6247408.0
1561005029967324972,28575.0,6247408.0
1561005030017147064,28585.0,6248432.0
1561005030067171096,28578.0,6247920.0
1561005030117046117,28576.0,6246896.0
1561005030167145013,28584.0,6247920.0
1561005030217025995,28590.0,6247408.0
1561005030267102003,28586.0,6247920.0
1561005030317023992,28595.0,6246384.0
1561005030367026090,28598.0,6248944.0
1561005030417022943,28600.0,6247408.0
1561005030467170953,28585.0,6247408.0
1561005030517146110,28581.0,6248432.0
1561005030543697118,28610.0,6247920.0
1561005030593705892,28600.0,6246896.0
1561005030643815994,28594.0,6246384.0
1561005030693779945,28599.0,6248432.0
1561005030743959903,28586.0,6248432.0
1561005030793765068,28597.0,6247920.0
1561005030843811035,28609.0,6246384.0
1561005030893742084,28597.0,6247408.0
1561005030943809032,28583.0,6247408.0
1561005030993808984,28589.0,6248432.0
1561005031043931007,28575.0,6246896.0
1561005031093826055,28584.0,6247408.0
1561005031143743991,28601.0,6247408.0
1561005031170495986,28601.0,6247920.0
1561005031220465898,28593.0,6247920.0
1561005031270430088,28600.0,6247408.0
1561005031320504903,28593.0,6246896.0
1561005031370635032,28593.0,6247920.0
1561005031420418977,28599.0,6247408.0
1561005031470706939,28596.0,6246896.0
1561005031520564079,28592.0,6246896.0
1561005031570873022,28590.0,6247920.0
1561005031620498895,28607.0,6247408.0
1561005031647017002,28591.0,6248432.0
1561005031720503091,28585.0,6247920.0
1561005031747013092,28598.0,6247920.0
1561005031797068119,28605.0,6248944.0
1561005031847129106,28596.0,6246896.0
1561005031897248983,28593.0,6247408.0
1561005031947165966,28599.0,6247408.0
1561005031997045993,28593.0,6246384.0
1561005032047179937,28592.0,6247920.0
1561005032097218990,28605.0,6247920.0
1561005032147337913,28596.0,6247920.0
1561005032197212934,28611.0,6246896.0
1561005032247201919,28597.0,6247408.0
1561005032273786067,28592.0,6246896.0
1561005032347191095,28591.0,6248432.0
1561005032373784065,28591.0,6247920.0
1561005032423877000,28580.0,6247408.0
1561005032473735094,28591.0,6246384.0
1561005032523732900,28583.0,6247920.0
1561005032574115991,28597.0,6247408.0
1561005032623845100,28589.0,6246896.0
1561005032673846960,28594.0,6247408.0
1561005032723774909,28598.0,6247920.0
1561005032750382900,28590.0,6246896.0
1561005032823801040,28587.0,6246896.0
1561005032873949050,28594.0,6248432.0
1561005032900469064,28593.0,6247408.0
1561005032950520992,28581.0,6247408.0
1561005033000525951,28604.0,6245872.0
1561005033050477981,28591.0,6247408.0
1561005033100876092,28589.0,6247408.0
1561005033174302101,28589.0,6246896.0
1561005033200341939,28589.0,6247408.0
1561005033250700950,28595.0,6247920.0
1561005033300427913,28613.0,6246896.0
1561005033350497961,28592.0,6247920.0
1561005033400603055,28596.0,6247408.0
1561005033427125930,28582.0,6247408.0
1561005033500462055,28599.0,6246384.0
1561005033527163028,28593.0,6246896.0
1561005033577124118,28603.0,6247920.0
1561005033627121925,28595.0,6246896.0
1561005033677203893,28595.0,6248944.0
1561005033727170944,28587.0,6247408.0
1561005033777297019,28602.0,6246384.0
1561005033827064037,28589.0,6246896.0
1561005033877221107,28594.0,6247408.0
1561005033927339076,28589.0,6246896.0
1561005033977327108,28593.0,6247408.0
1561005034027379989,28589.0,6246896.0
1561005034077338933,28605.0,6247408.0
1561005034103856086,28605.0,6247920.0
1561005034153882980,28600.0,6247408.0
1561005034227323055,28585.0,6247408.0
1561005034253915071,28589.0,6247408.0
1561005034303708076,28605.0,6247408.0
1561005034353899955,28606.0,6247408.0
1561005034403990030,28585.0,6246896.0
1561005034453772068,28587.0,6247408.0
1561005034480426073,28586.0,6248432.0
1561005034553853034,28587.0,6248432.0
1561005034580472946,28587.0,6246896.0
1561005034654340982,28591.0,6248432.0
1561005034704232931,28598.0,6246896.0
1561005034730386972,28598.0,6247920.0
1561005034780495882,28579.0,6246896.0
1561005034830519914,28593.0,6247408.0
1561005034880592107,28588.0,6246384.0
1561005034930532932,28597.0,6247920.0
1561005034980434894,28609.0,6247408.0
1561005035007157087,28609.0,6247408.0
1561005035080671072,28595.0,6248432.0
1561005035130624055,28601.0,6246896.0
1561005035180382966,28597.0,6246896.0
1561005035207077026,28597.0,6247920.0
1561005035280452013,28586.0,6247408.0
1561005035330532073,28582.0,6246896.0
1561005035380458116,28579.0,6246384.0
1561005035453711032,28605.0,6247408.0
1561005035480422019,28605.0,6247408.0
1561005035530447006,28594.0,6246384.0
1561005035580642938,28594.0,6247408.0
1561005035654169082,28599.0,6247408.0
1561005035680429935,28599.0,6246896.0
1561005035730477094,28598.0,6246896.0
1561005035780556917,28597.0,6247408.0
1561005035830701112,28600.0,6246896.0
1561005035880439043,28601.0,6246896.0
1561005035907130002,28591.0,6246896.0
1561005035956995010,28591.0,6247408.0
1561005036007390975,28595.0,6247920.0
1561005036057219028,28595.0,6246896.0
1561005036107319116,28607.0,6246896.0
1561005036157650947,28592.0,6247408.0
1561005036208002090,28596.0,6246896.0
1561005036257761001,28595.0,6247920.0
1561005036307102918,28581.0,6246896.0
1561005036357095003,28590.0,6248944.0
1561005036383783102,28598.0,6247408.0
1561005036433867931,28586.0,6247408.0
1561005036507257938,28598.0,6246896.0
1561005036557285070,28598.0,6247920.0
1561005036583833932,28598.0,6246384.0
1561005036633752107,28587.0,6247920.0
1561005036683844089,28593.0,6247408.0
1561005036733936071,28600.0,6248432.0
1561005036783796072,28593.0,6247920.0
1561005036833702087,28605.0,6247408.0
1561005036883771896,28605.0,6247408.0
1561005036934066057,28591.0,6247408.0
1561005036984057903,28599.0,6246896.0
1561005037010390043,28605.0,6247408.0
1561005037060518026,28598.0,6248432.0
1561005037110815048,28584.0,6245872.0
1561005037183794975,28587.0,6247920.0
1561005037210598945,28595.0,6246896.0
1561005037260416030,28593.0,6246384.0
1561005037310405969,28593.0,6247920.0
1561005037360466003,28591.0,6246896.0
1561005037410567045,28599.0,6246384.0
1561005037460577011,28594.0,6247408.0
1561005037510791063,28584.0,6247920.0
1561005037560722112,28591.0,6246896.0
1561005037587042093,28573.0,6247920.0
1561005037660425901,28589.0,6246896.0
1561005037687154054,28589.0,6247408.0
1561005037737296104,28577.0,6248432.0
1561005037787322998,28584.0,6246896.0
1561005037837892055,28592.0,6247408.0
1561005037887141942,28592.0,6247408.0
1561005037937091112,28595.0,6246896.0
1561005037987104892,28587.0,6246896.0
1561005038037314891,28588.0,6246896.0
1561005038087142944,28582.0,6246896.0
1561005038137120008,28587.0,6247920.0
1561005038163755893,28587.0,6247408.0
1561005038213732004,28575.0,6246896.0
1561005038263833045,28589.0,6246896.0
1561005038313673973,28591.0,6248432.0
1561005038364001989,28589.0,6246896.0
1561005038414418935,28599.0,6247408.0
1561005038464160919,28598.0,6247408.0
1561005038513915061,28579.0,6246896.0
1561005038563927888,28587.0,6247408.0
1561005038613797903,28597.0,6246896.0
1561005038663815021,28587.0,6247408.0
1561005038714063882,28589.0,6246896.0
1561005038740526914,28590.0,6248432.0
1561005038814228057,28598.0,6247920.0
1561005038864012956,28598.0,6247408.0
1561005038890547037,28606.0,6245872.0
1561005038964179039,28595.0,6247408.0
1561005039014447927,28580.0,6247408.0
1561005039064311981,28579.0,6247408.0
1561005039090677976,28587.0,6246896.0
1561005039140460968,28590.0,6247408.0
1561005039190826892,28581.0,6247408.0
1561005039240335941,28589.0,6247920.0
1561005039290638923,28589.0,6246896.0
1561005039340866088,28605.0,6247408.0
1561005039390985965,28592.0,6247408.0
1561005039417063951,28583.0,6246896.0
1561005039467227935,28581.0,6246384.0
1561005039517000913,28585.0,6245872.0
1561005039567107915,28598.0,6248432.0
1561005039617090940,28591.0,6247920.0
1561005039667195081,28582.0,6247408.0
1561005039717044115,28588.0,6246896.0
1561005039767211914,28592.0,6246384.0
1561005039793797016,28599.0,6247408.0
1561005039843797922,28584.0,6247408.0
1561005039917388916,28599.0,6246896.0
1561005039967415094,28594.0,6247408.0
1561005040017370939,28595.0,6246896.0
1561005040043823003,28584.0,6246896.0
1561005040093846082,28584.0,6247408.0
1561005040143827915,28597.0,6246896.0
1561005040193856000,28594.0,6247408.0
1561005040243813037,28594.0,6247920.0
1561005040270495891,28606.0,6247920.0
1561005040343888044,28599.0,6247408.0
1561005040393776893,28596.0,6247408.0
1561005040420469045,28594.0,6247408.0
1561005040470427036,28585.0,6247408.0
1561005040520464897,28583.0,6246896.0
1561005040593842029,28592.0,6247408.0
1561005040620708942,28606.0,6247408.0
1561005040671097993,28605.0,6246384.0
1561005040720738887,28602.0,6247920.0
1561005040770538091,28578.0,6247920.0
1561005040820430040,28586.0,6246384.0
1561005040870539903,28594.0,6247408.0
1561005040920470952,28585.0,6246896.0
1561005040947144031,28586.0,6246384.0
1561005041020546913,28582.0,6247408.0
1561005041070576906,28582.0,6247408.0
1561005041097100019,28595.0,6247408.0
1561005041147090911,28580.0,6247920.0
1561005041197242021,28602.0,6247920.0
1561005041247046947,28589.0,6247408.0
1561005041297086954,28588.0,6247920.0
1561005041347254991,28586.0,6246896.0
1561005041397151947,28598.0,6246896.0
1561005041447097063,28597.0,6246384.0
1561005041497158050,28588.0,6248432.0
1561005041547060966,28601.0,6247408.0
1561005041573916912,28588.0,6247920.0
1561005041623867034,28595.0,6246896.0
1561005041673731088,28590.0,6247920.0
1561005041747174024,28599.0,6246896.0
1561005041773905038,28608.0,6247920.0
1561005041823971033,28601.0,6247920.0
1561005041873876094,28592.0,6246896.0
1561005041923697948,28579.0,6246384.0
1561005041973891019,28584.0,6246384.0
1561005042024293899,28592.0,6247408.0
1561005042074100971,28590.0,6246896.0
1561005042123972892,28591.0,6247408.0
1561005042173904895,28608.0,6247408.0
1561005042223815917,28590.0,6247920.0
1561005042250391006,28600.0,6246896.0
1561005042300493001,28603.0,6246896.0
1561005042350536108,28598.0,6246896.0
1561005042400466918,28595.0,6247408.0
1561005042450556039,28596.0,6247408.0
1561005042500561952,28594.0,6246384.0
1561005042550446987,28593.0,6247408.0
1561005042600522994,28603.0,6246896.0
1561005042650753021,28604.0,6246896.0
1561005042700694084,28597.0,6247408.0
1561005042750473976,28595.0,6246384.0
1561005042777060985,28595.0,6248432.0
1561005042850562095,28607.0,6247920.0
1561005042900547981,28591.0,6246896.0
1561005042927192926,28591.0,6247408.0
1561005042977221012,28604.0,6247408.0
1561005043027209043,28589.0,6247920.0
1561005043100567102,28605.0,6246896.0
1561005043127415895,28605.0,6246384.0
1561005043177419900,28598.0,6247408.0
1561005043227703094,28608.0,6247408.0
1561005043277107954,28607.0,6247920.0
1561005043327219963,28593.0,6245872.0
1561005043377537965,28596.0,6246896.0
1561005043427170991,28580.0,6246896.0
1561005043454011917,28598.0,6247920.0
1561005043527825117,28586.0,6246896.0
1561005043554158926,28586.0,6247408.0
1561005043603809118,28589.0,6246896.0
1561005043653809070,28599.0,6246896.0
1561005043703896999,28595.0,6246384.0
1561005043753763914,28591.0,6246896.0
1561005043803752899,28598.0,6247408.0
1561005043853769063,28606.0,6247408.0
1561005043880438089,28606.0,6246384.0
1561005043930504083,28594.0,6247408.0
1561005044003974914,28591.0,6246896.0
1561005044030409097,28591.0,6247920.0
1561005044080435991,28582.0,6246384.0
1561005044130486965,28587.0,6246896.0
1561005044180383920,28592.0,6246896.0
1561005044230643033,28582.0,6246896.0
1561005044280405044,28586.0,6247920.0
1561005044330604076,28598.0,6247408.0
1561005044380776882,28583.0,6247408.0
1561005044431217908,28602.0,6247408.0
1561005044481045961,28601.0,6246896.0
1561005044507078886,28601.0,6247408.0
1561005044557229995,28591.0,6246384.0
1561005044630839109,28584.0,6246896.0
1561005044680521011,28592.0,6247408.0
1561005044707178115,28592.0,6248432.0
1561005044757306098,28597.0,6246384.0
1561005044807312965,28581.0,6247408.0
1561005044880388975,28578.0,6247408.0
1561005044907140016,28578.0,6246896.0
1561005044957195997,28602.0,6248432.0
1561005045007078886,28606.0,6247920.0
1561005045033922910,28599.0,6247408.0
1561005045107038021,28593.0,6247408.0
1561005045157048940,28591.0,6246384.0
1561005045183789968,28591.0,6246896.0
1561005045233684062,28605.0,6246896.0
1561005045283693075,28594.0,6246896.0
1561005045333800077,28595.0,6246896.0
1561005045383850097,28605.0,6247408.0
1561005045433971881,28602.0,6246896.0
1561005045483886003,28594.0,6246896.0
1561005045533854961,28610.0,6246896.0
1561005045583756923,28596.0,6246384.0
1561005045633840084,28597.0,6247920.0
1561005045683984994,28598.0,6246896.0
1561005045710542917,28597.0,6246896.0
1561005045783819913,28589.0,6246896.0
1561005045833813905,28583.0,6246384.0
1561005045860402107,28590.0,6246896.0
1561005045910723924,28605.0,6246896.0
1561005045960664033,28603.0,6247920.0
1561005046010668992,28595.0,6245360.0
1561005046060641050,28593.0,6246896.0
1561005046110570907,28598.0,6247920.0
1561005046161048889,28605.0,6246896.0
1561005046210534095,28590.0,6245872.0
1561005046260936975,28589.0,6246896.0
1561005046310568094,28599.0,6247408.0
1561005046360600948,28610.0,6246896.0
1561005046410780906,28611.0,6246384.0
1561005046460716962,28593.0,6247408.0
1561005046534189939,28590.0,6246384.0
1561005046584347963,28587.0,6246896.0
1561005046634213924,28600.0,6246384.0
1561005046660883903,28597.0,6247408.0
1561005046710637092,28597.0,6246896.0
1561005046784080028,28597.0,6246384.0
1561005046810683965,28603.0,6246896.0
1561005046860757112,28597.0,6246896.0
1561005046910621881,28598.0,6247408.0
1561005046960756063,28605.0,6247408.0
1561005047033837080,28607.0,6247408.0
1561005047060842037,28592.0,6247408.0
1561005047111172914,28592.0,6247408.0
1561005047160885095,28598.0,6247920.0
1561005047211106061,28586.0,6246384.0
1561005047261070013,28601.0,6246896.0
1561005047310493946,28605.0,6245872.0
1561005047337196111,28597.0,6246896.0
1561005047387219905,28594.0,6246384.0
1561005047460961103,28606.0,6246896.0
1561005047511102914,28599.0,6247920.0
1561005047560909032,28598.0,6246384.0
1561005047587652921,28598.0,6247920.0
1561005047661005973,28594.0,6246896.0
1561005047687720060,28582.0,6246896.0
1561005047737767934,28592.0,6246384.0
1561005047787731885,28612.0,6246896.0
1561005047813654899,28612.0,6247920.0
1561005047887154102,28607.0,6247920.0
1561005047937324047,28595.0,6247920.0
1561005047987622022,28595.0,6246896.0
1561005048014229059,28595.0,6247408.0
1561005048063949108,28607.0,6247408.0
1561005048113729000,28600.0,6247408.0
1561005048163796901,28601.0,6247408.0
1561005048213818073,28598.0,6246896.0
1561005048263727903,28606.0,6247920.0
1561005048314039945,28604.0,6246384.0
1561005048363888978,28601.0,6246896.0
1561005048413947105,28600.0,6246896.0
1561005048463938951,28588.0,6247408.0
1561005048490931034,28588.0,6246384.0
1561005048540806055,28602.0,6246896.0
1561005048614164113,28592.0,6246896.0
1561005048641061067,28585.0,6246384.0
1561005048691186904,28598.0,6246896.0
1561005048740966081,28599.0,6246384.0
1561005048814625978,28592.0,6246384.0
1561005048840619087,28592.0,6246896.0
1561005048890724897,28595.0,6246384.0
1561005048940912961,28597.0,6246896.0
1561005048990906000,28587.0,6246896.0
1561005049040852069,28598.0,6246384.0
1561005049090841054,28595.0,6247920.0
1561005049117403030,28595.0,6246896.0
1561005049191210985,28589.0,6246384.0
1561005049240824937,28594.0,6247408.0
1561005049290889024,28586.0,6245872.0
1561005049340400934,28599.0,6246384.0
1561005049367055892,28602.0,6246896.0
1561005049393754005,28602.0,6247408.0
1561005049467113971,28600.0,6247920.0
1561005049517503976,28605.0,6246896.0
1561005049567449092,28601.0,6246896.0
1561005049617217063,28593.0,6247408.0
1561005049643837928,28597.0,6246896.0
1561005049717128992,28592.0,6247408.0
1561005049767177104,28583.0,6246384.0
1561005049793953895,28583.0,6246896.0
1561005049844146013,28590.0,6246896.0
1561005049893930912,28611.0,6245872.0
1561005049943963050,28603.0,6247408.0
1561005049994029045,28599.0,6247920.0
1561005050067552089,28594.0,6245872.0
1561005050094149112,28603.0,6246384.0
1561005050143872976,28600.0,6246384.0
1561005050193725109,28603.0,6247408.0
1561005050220546007,28603.0,6247408.0
1561005050270675897,28606.0,6247408.0
1561005050320631980,28606.0,6246896.0
1561005050393840074,28604.0,6247408.0
1561005050420474052,28604.0,6246896.0
1561005050470544099,28592.0,6246384.0
1561005050520513057,28589.0,6246896.0
1561005050570534944,28594.0,6247408.0
1561005050620465993,28600.0,6247408.0
1561005050670577049,28607.0,6246384.0
1561005050720449924,28598.0,6246384.0
1561005050770438909,28608.0,6247408.0
1561005050820740938,28606.0,6246384.0
1561005050870793104,28615.0,6246896.0
1561005050920444965,28606.0,6245872.0
1561005050970648050,28610.0,6247920.0
1561005051020479917,28595.0,6247408.0
1561005051070485115,28614.0,6245872.0
1561005051120491981,28616.0,6247920.0
1561005051170521974,28607.0,6245872.0
1561005051220665931,28597.0,6247920.0
1561005051247112989,28597.0,6246896.0
1561005051320482015,28611.0,6246896.0
1561005051370435953,28605.0,6246384.0
1561005051397073030,28609.0,6246384.0
1561005051447134017,28604.0,6246384.0
1561005051497143030,28605.0,6247408.0
1561005051547168970,28597.0,6245872.0
1561005051597178936,28611.0,6248432.0
1561005051647245883,28602.0,6246896.0
1561005051697328090,28601.0,6248432.0
1561005051747087955,28602.0,6246896.0
1561005051774065017,28607.0,6246896.0
1561005051847095012,28593.0,6247920.0
1561005051897140979,28598.0,6246896.0
1561005051923975944,28598.0,6246896.0
1561005051997112989,28603.0,6246384.0
1561005052047252893,28594.0,6246896.0
1561005052073738098,28594.0,6246384.0
1561005052124033927,28599.0,6247408.0
1561005052173774003,28596.0,6246896.0
1561005052223948955,28602.0,6247408.0
1561005052273979902,28606.0,6246896.0
1561005052323895931,28598.0,6246384.0
1561005052373780965,28598.0,6246896.0
1561005052400533914,28606.0,6246384.0
1561005052473767042,28593.0,6247408.0
1561005052500504970,28606.0,6246896.0
1561005052550417900,28609.0,6246384.0
1561005052600696086,28591.0,6245872.0
1561005052650597095,28593.0,6246896.0
1561005052700529098,28611.0,6247408.0
1561005052773827075,28595.0,6245872.0
1561005052800554990,28591.0,6246896.0
1561005052850687980,28602.0,6246384.0
1561005052900445938,28595.0,6247408.0
1561005052950750112,28607.0,6246896.0
1561005053000495910,28609.0,6245872.0
1561005053027045965,28609.0,6246384.0
1561005053100452899,28610.0,6246384.0
1561005053150671005,28603.0,6246384.0
1561005053200491905,28607.0,6247920.0
1561005053227202892,28602.0,6245872.0
1561005053277090072,28613.0,6246384.0
1561005053327347993,28599.0,6247408.0
1561005053377254009,28613.0,6246896.0
1561005053427129983,28604.0,6246896.0
1561005053477251052,28602.0,6246384.0
1561005053527237892,28592.0,6247408.0
1561005053577157974,28604.0,6245872.0
1561005053627207040,28615.0,6246384.0
1561005053677231073,28599.0,6246896.0
1561005053727174043,28596.0,6245360.0
1561005053753812074,28599.0,6246896.0
1561005053803751945,28617.0,6246896.0
1561005053853780031,28611.0,6246384.0
1561005053903836011,28609.0,6247408.0
1561005053953871011,28606.0,6246896.0
1561005054003851890,28610.0,6246896.0
1561005054053951025,28606.0,6244336.0
1561005054103852033,28609.0,6246896.0
1561005054153861045,28604.0,6246384.0
1561005054203766107,28617.0,6246896.0
1561005054253726005,28607.0,6246384.0
1561005054303935050,28607.0,6246384.0
1561005054353874921,28607.0,6247408.0
1561005054380418062,28604.0,6246896.0
1561005054430485010,28598.0,6246896.0
1561005054503978967,28596.0,6246384.0
1561005054530478954,28611.0,6247408.0
1561005054580466985,28608.0,6247408.0
1561005054630461931,28606.0,6246384.0
1561005054680428981,28600.0,6246384.0
1561005054730484008,28601.0,6246384.0
1561005054780514001,28619.0,6246896.0
1561005054830471038,28610.0,6246384.0
1561005054880497932,28591.0,6247920.0
1561005054930414915,28610.0,6246896.0
1561005054980437040,28613.0,6245872.0
1561005055030386924,28599.0,6245872.0
1561005055080389022,28594.0,6246384.0
1561005055107151985,28594.0,6245872.0
1561005055157150030,28593.0,6246384.0
1561005055207228899,28609.0,6246896.0
1561005055257153034,28596.0,6246384.0
1561005055307110071,28603.0,6246896.0
1561005055357315063,28600.0,6246384.0
1561005055407201051,28597.0,6246384.0
1561005055457406997,28591.0,6247408.0
1561005055507499933,28597.0,6246896.0
1561005055557234048,28603.0,6247408.0
1561005055630413055,28599.0,6246896.0
1561005055657232046,28599.0,6246896.0
1561005055707175970,28611.0,6246896.0
1561005055733845949,28594.0,6246384.0
1561005055783901929,28591.0,6246384.0
1561005055833862066,28588.0,6245872.0
1561005055883869886,28593.0,6246384.0
1561005055934061050,28603.0,6247408.0
1561005055983828067,28597.0,6247920.0
1561005056033699035,28601.0,6245872.0
1561005056084069013,28616.0,6247408.0
1561005056133892059,28600.0,6246896.0
1561005056183911085,28611.0,6246384.0
1561005056210478067,28611.0,6247920.0
1561005056283934116,28609.0,6245872.0
1561005056334057092,28595.0,6247408.0
1561005056360544919,28589.0,6246896.0
1561005056410645008,28604.0,6247920.0
1561005056460649013,28598.0,6246896.0
1561005056510531902,28602.0,6246384.0
1561005056560448884,28605.0,6245872.0
1561005056610501050,28595.0,6246896.0
1561005056660414934,28601.0,6247408.0
1561005056687114000,28601.0,6245872.0
1561005056760715007,28592.0,6247920.0
1561005056810511112,28603.0,6246896.0
1561005056837124109,28588.0,6246384.0
1561005056887366056,28603.0,6246384.0
1561005056937237977,28604.0,6245872.0
1561005056987106084,28601.0,6246896.0
1561005057037183046,28604.0,6246896.0
1561005057087184906,28603.0,6246896.0
1561005057137233972,28604.0,6246384.0
1561005057187254905,28602.0,6247408.0
1561005057237190008,28606.0,6246896.0
1561005057287406921,28602.0,6246896.0
1561005057337574005,28603.0,6245872.0
1561005057387070894,28612.0,6245872.0
1561005057437191963,28604.0,6246384.0
1561005057487176895,28600.0,6246384.0
1561005057513890981,28600.0,6246384.0
1561005057587681055,28608.0,6247408.0
1561005057613818883,28602.0,6246896.0
1561005057663762092,28607.0,6245872.0
1561005057713745117,28608.0,6245872.0
1561005057763766050,28612.0,6247408.0
1561005057813982009,28594.0,6245872.0
1561005057863785028,28602.0,6246896.0
1561005057913921117,28607.0,6246384.0
1561005057964169979,28617.0,6246896.0
1561005057990495920,28617.0,6246896.0
1561005058040829896,28624.0,6245872.0
1561005058113955974,28617.0,6246896.0
1561005058163882017,28610.0,6247408.0
1561005058190553903,28610.0,6246896.0
1561005058240535974,28615.0,6246896.0
1561005058290431022,28624.0,6246896.0
1561005058340502977,28607.0,6246384.0
1561005058390393018,28604.0,6246384.0
1561005058440710067,28596.0,6245872.0
1561005058490822076,28606.0,6246384.0
1561005058517221927,28606.0,6246896.0
1561005058567086935,28613.0,6246384.0
1561005058617039918,28597.0,6247408.0
1561005058667149066,28602.0,6245360.0
1561005058717159032,28607.0,6246384.0
1561005058767276048,28613.0,6246384.0
1561005058817136049,28604.0,6246384.0
1561005058867129087,28622.0,6246896.0
1561005058917125940,28611.0,6246384.0
1561005058967071056,28611.0,6246896.0
1561005059017179965,28611.0,6246896.0
1561005059067066907,28620.0,6246384.0
1561005059117244005,28609.0,6246384.0
1561005059167277097,28616.0,6246896.0
1561005059193892002,28608.0,6246384.0
1561005059267137050,28619.0,6245872.0
1561005059317054986,28615.0,6246896.0
1561005059343935966,28607.0,6246384.0
1561005059393731117,28604.0,6247408.0
1561005059443780899,28591.0,6246896.0
1561005059517327070,28605.0,6246896.0
1561005059544200897,28605.0,6246384.0
1561005059593924045,28587.0,6246896.0
1561005059620695114,28604.0,6246896.0
1561005059693844079,28607.0,6246384.0
1561005059743910074,28618.0,6246896.0
1561005059770524024,28608.0,6245872.0
1561005059820481061,28602.0,6246384.0
1561005059870553016,28615.0,6245872.0
1561005059920574903,28610.0,6246384.0
1561005059970752000,28621.0,6246896.0
1561005060020596981,28602.0,6246896.0
1561005060070640087,28603.0,6245360.0
1561005060120831966,28621.0,6246384.0
1561005060170481920,28622.0,6246384.0
1561005060220554113,28602.0,6247920.0
1561005060270375013,28616.0,6245360.0
1561005060297168970,28618.0,6245872.0
1561005060347182989,28607.0,6246384.0
1561005060397284030,28623.0,6245872.0
1561005060447521924,28607.0,6246896.0
1561005060520431995,28609.0,6246384.0
1561005060547023057,28609.0,6246896.0
1561005060597179889,28610.0,6246384.0
1561005060647190093,28612.0,6245872.0
1561005060697108983,28613.0,6246384.0
1561005060747334957,28608.0,6247408.0
1561005060797533988,28609.0,6246384.0
1561005060847680091,28608.0,6247408.0
1561005060897521018,28604.0,6246384.0
1561005060947065114,28618.0,6247920.0
1561005060973714113,28604.0,6246384.0
1561005061023875951,28604.0,6246384.0
1561005061097309112,28601.0,6246896.0
1561005061124083042,28601.0,6246384.0
1561005061174215078,28611.0,6246384.0
1561005061224328994,28604.0,6247408.0
1561005061274409055,28609.0,6247408.0
1561005061324023962,28616.0,6246384.0
1561005061374135971,28630.0,6245872.0
1561005061423664093,28614.0,6246896.0
1561005061450515031,28612.0,6246896.0
1561005061500567913,28599.0,6246384.0
1561005061573964118,28603.0,6246384.0
1561005061600503921,28606.0,6246384.0
1561005061650429964,28611.0,6246384.0
1561005061700961112,28626.0,6246896.0
1561005061773916006,28615.0,6245872.0
1561005061800555944,28632.0,6245872.0
1561005061850405931,28633.0,6246896.0
1561005061900671958,28634.0,6246384.0
1561005061950732946,28617.0,6246896.0
1561005062000983953,28624.0,6246896.0
1561005062021069049,28607.0,6245872.0
1561005062047703981,28607.0,6246896.0
1561005062097742080,28621.0,6246896.0
1561005062124371051,28621.0,6246896.0
1561005062173779964,28632.0,6246384.0
1561005062223964929,28646.0,6245872.0
1561005062274228096,28625.0,6245872.0
1561005062323636054,28626.0,6247920.0
1561005062350313901,28610.0,6245872.0
1561005062400770902,28601.0,6246384.0
1561005062450592041,28605.0,6246896.0
1561005062524112939,28619.0,6246896.0
1561005062550971984,28628.0,6246896.0
1561005062624504089,28615.0,6246896.0
1561005062650552034,28605.0,6246896.0
1561005062700546026,28603.0,6246896.0
1561005062750654935,28597.0,6246384.0
1561005062800856113,28608.0,6246896.0
1561005062850713968,28608.0,6246384.0
1561005062877254962,28608.0,6247408.0
1561005062927324056,28607.0,6247920.0
1561005062977168083,28607.0,6246384.0
1561005063027417898,28630.0,6247408.0
1561005063100517988,28623.0,6246896.0
1561005063150559902,28618.0,6246384.0
1561005063200768947,28616.0,6246896.0
1561005063250572919,28621.0,6247920.0
1561005063300479888,28615.0,6246384.0
1561005063350536108,28611.0,6246896.0
1561005063377274990,28613.0,6246384.0
1561005063427330970,28633.0,6246896.0
