time	IR (20)	baro(20)
11757180	16203	1641.13
11803548	16385	1648.35
11849932	16555	1655.7
11896312	16665	1663.83
11942680	16712	1672.23
11989052	16727	1681.16
12035444	16700	1690.22
12081820	16641	1700.06
12128176	16568	1709.9
12174556	16501	1719.48
12220904	16447	1729.46
12267248	16401	1740.09
12313640	16321	1750.72
12360016	16230	1761.48
12406372	16116	1772.64
12452720	15999	1783.4
12499108	15900	1794.56
12545492	15818	1805.98
12591852	15767	1817.92
12638240	15772	1829.87
12684628	15990	1842.2
12731004	17974	1854.54
12777376	18679	1867.27
12823736	19193	1880
12870116	19669	1892.6
12916460	19976	1905.99
12962808	20220	1920.17
13009152	20483	1935.52
13055548	20798	1950.88
13101896	21017	1967.02
13148280	21203	1982.51
13194636	21355	1960.2
13240984	21368	1911.11
13287336	21396	1872.78
13333700	21408	1842.33
13380076	21389	1815.43
13426448	21371	1791.15
13472828	21363	1769.23
13519216	21369	1749.28
13565600	21378	1730.64
13611952	21391	1713.97
13658340	21434	1698.75
13704720	21476	1685.23
13751088	21484	1672.37
13797472	21475	1661.08
13843852	21437	1650.84
13890224	21408	1641
13936572	21362	1632.47
13982944	21319	1624.72
14029284	21281	1617.9
14075644	21255	1612.12
14122020	21178	1607.79
14168396	21040	1602.93
14214772	20892	1598.6
14261120	20688	1594.67
14307504	20378	1590.73
14353860	20008	1587.18
14400216	19778	1584.03
14446572	19528	1581.02
14492948	19292	1578.78
14539324	19087	1576.42
14585676	18834	1574.58
14632060	18428	1573.01
14678444	18061	1571.17
14724800	17662	1568.81
14771164	17326	1566.58
14817552	16981	1564.61
14863936	16703	1562.77
14910292	16476	1561.2
14956684	16275	1559.62
15003056	16087	1558.05
15049416	15882	1556.73
15095768	15667	1555.55
15142140	15428	1554.5
15188524	15225	1553.58
15234872	15058	1553.06
15281228	14919	1552.8
15327616	14807	1552.67
15373964	14689	1552.67
15420312	14576	1552.53
15466692	14489	1552.67
15513064	14405	1552.4
15559432	14332	1552.53
15605812	14239	1552.4
15652184	13914	1552.4
15698552	13640	1552.4
15744884	13413	1552.53
15791260	13283	1552.53
15837624	13192	1552.67
15883976	13122	1552.67
15930332	13059	1552.67
15976708	13005	1552.67
16023104	12950	1552.8
16069452	12915	1552.93
16115844	12867	1552.93
16162196	12840	1552.93
16208568	12796	1552.93
16254920	12757	1553.06
16301304	12729	1552.93
16347684	12703	1552.93
16394028	12669	1552.93
16440416	12634	1552.93
16486788	12607	1552.93
16533176	12586	1553.06
16579532	12548	1552.93
16625912	12523	1552.93
16672272	12502	1552.93
16718640	12466	1553.06
16765028	12445	1553.06
16811400	12417	1552.93
16857744	12397	1553.06
16904092	12395	1552.93
16950472	12408	1553.06
16996832	12410	1552.93
17043180	12414	1552.93
17089568	12405	1552.93
17135960	12407	1552.93
17182340	12407	1552.93
17228700	12405	1552.93
17275084	12414	1553.06
17321460	12406	1553.06
17367828	12408	1552.93
17414184	12401	1553.06
17460548	12401	1553.06
17506920	12405	1553.06
17553252	12397	1553.06
17599632	12400	1553.19
17645984	12403	1553.32
17692348	12393	1553.19
17738708	12396	1553.32
17785092	12396	1553.32
17831480	12390	1553.32
17877836	12398	1553.19
17924224	12400	1553.32
17970604	12397	1553.32
18016964	12393	1553.32
18063324	12398	1553.32
18109716	12399	1553.58
18156100	12400	1553.58
18202452	12395	1553.58
18248856	12395	1553.58
18295240	12401	1553.58
18341596	12402	1553.72
18387988	12394	1553.72
18434372	12399	1553.85
18480748	12388	1553.72
18527100	12392	1553.85
18573492	12397	1553.98
18619864	12395	1553.98
18666220	12396	1553.85
18712608	12396	1553.98
18758996	12392	1554.11
18805372	12395	1554.11
18851744	12391	1554.11
18898128	12386	1553.98
18944508	12396	1554.24
18990876	12393	1554.11
19037264	12390	1554.24
19083656	12390	1553.98
19130044	12385	1554.11
19176396	12393	1554.11
19222788	12388	1554.37
19269176	12391	1554.24
19315532	12389	1554.24
19361924	12395	1554.37
19408312	12395	1554.37
19454664	12392	1554.37
19501020	12394	1554.37
19547412	12393	1554.37
19593796	12393	1554.37
19640152	12385	1554.5
19686548	12390	1554.5
19732920	12390	1554.5
19779268	12388	1554.5
19825616	12394	1554.63
19871964	12390	1554.5
19918320	12390	1554.63
19964692	12387	1554.77
20011052	12393	1554.63
20057436	12396	1554.63
20103812	12392	1554.77
20150172	12395	1554.77
20196556	12388	1554.77
20242932	12395	1554.9
20289308	12391	1554.9
20335684	12389	1554.9
20382060	12389	1554.9
20428408	12391	1555.03
20474744	12388	1554.9
20521128	12393	1555.03
20567476	12391	1554.9
20613820	12387	1554.9
20660180	12395	1555.16
20706536	12393	1555.03
20752892	12391	1555.16
20799256	12392	1555.16
20845624	12394	1555.16
20892016	12398	1555.16
20938408	12390	1555.16
20984764	12395	1555.29
21031152	12387	1555.29
21077532	12394	1555.29
21123900	12390	1555.29
21170284	12394	1555.29
21216660	12390	1555.29
21263032	12388	1555.29
21309388	12383	1555.42
21355772	12385	1555.55
21402160	12387	1555.29
21448508	12394	1555.42
21494892	12379	1555.42
21541268	12383	1555.42
21587624	12389	1555.29
21633984	12385	1555.55
21680364	12390	1555.42
