Loop Time (ms)	IR (16 bit)	Force (N)
65	10043	1531.4
64	10045	1531.4
63	10050	1531.4
64	10051	1531.4
80	10060	1531.4
64	10058	1531.4
64	10060	1531.4
64	10066	1531.4
64	10066	1531.4
64	10065	1531.4
64	10068	1531.4
64	10071	1531.53
63	10073	1531.4
65	10073	1531.4
64	10074	1531.53
64	10075	1531.53
80	10073	1531.4
64	10081	1531.4
64	10077	1531.4
63	10080	1531.53
65	10082	1531.4
64	10084	1531.53
63	10088	1531.4
65	10086	1531.4
63	10086	1531.4
65	10087	1531.53
64	10090	1531.4
63	10090	1531.4
64	10092	1531.4
80	10097	1531.53
64	10092	1531.4
64	10095	1531.4
64	10097	1531.53
64	10102	1531.53
64	10099	1531.53
64	10094	1531.4
65	10102	1531.4
63	10098	1531.53
64	10100	1531.53
64	10107	1531.53
65	10102	1531.53
78	10105	1531.53
65	10109	1531.4
64	10104	1531.4
64	10107	1531.53
64	10107	1531.53
64	10111	1531.53
64	10111	1531.53
64	10115	1531.53
63	10114	1531.53
66	10113	1531.53
63	10113	1531.4
64	10113	1531.53
79	10121	1531.53
64	10120	1531.53
65	10117	1531.66
64	10122	1531.53
63	10119	1531.4
64	10119	1531.53
64	10119	1531.53
